id,reference,date,modified,file
9cf01b6c-e723-4841-a868-6d7f8245ca6e,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventID=4730,2019/03/26,,Group Modification Logging
9cf01b6c-e723-4841-a868-6d7f8245ca6e,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventID=633,2019/03/26,,Group Modification Logging
9cf01b6c-e723-4841-a868-6d7f8245ca6e,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventID=632,2019/03/26,,Group Modification Logging
9cf01b6c-e723-4841-a868-6d7f8245ca6e,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventID=634,2019/03/26,,Group Modification Logging
6b2066c8-3dc7-4db7-9db0-6cc1d7b0dde9,https://www.cisecurity.org/controls/cis-controls-list/,2019/03/19,,Host Without Firewall
6b2066c8-3dc7-4db7-9db0-6cc1d7b0dde9,https://www.pcisecuritystandards.org/documents/PCI_DSS_v3-2-1.pdf,2019/03/19,,Host Without Firewall
6b2066c8-3dc7-4db7-9db0-6cc1d7b0dde9,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.04162018.pdf,2019/03/19,,Host Without Firewall
411742ad-89b0-49cb-a7b0-3971b5c1e0a4,https://www.cisecurity.org/controls/cis-controls-list/,2019/03/26,,Locked Workstation
411742ad-89b0-49cb-a7b0-3971b5c1e0a4,https://www.pcisecuritystandards.org/documents/PCI_DSS_v3-2-1.pdf,2019/03/26,,Locked Workstation
411742ad-89b0-49cb-a7b0-3971b5c1e0a4,https://nvlpubs.nist.gov/nistpubs/CSWP/NIST.CSWP.04162018.pdf,2019/03/26,,Locked Workstation
411742ad-89b0-49cb-a7b0-3971b5c1e0a4,https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventID=4800,2019/03/26,,Locked Workstation
53c7cca0-2901-493a-95db-d00d6fcf0a37,,2019/10/25,,Brute Force
41e5c73d-9983-4b69-bd03-e13b67e9623c,https://medium.com/@shadowbrokerss/dont-forget-your-base-867d304a94b1,2017/04/09,,Equation Group Indicators
18b042f0-2ecd-4b6e-9f8d-aa7a7e7de781,https://github.com/ossec/ossec-hids/blob/master/etc/rules/attack_rules.xml,2017/03/01,,Buffer Overflow Attempts
a5b977d6-8a81-4475-91b9-49dbfcd941f7,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1222/T1222.yaml,2019/09/23,,Remove Immutable File Attribute
36aa86ca-fd9d-4456-814e-d3b1b8e1e0bb,https://github.com/ossec/ossec-hids/blob/master/etc/rules/clam_av_rules.xml,2017/03/01,,Relevant ClamAV Message
37222991-11e9-4b6d-8bdf-60fbe48f753e,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1485/T1485.yaml,2019/10/23,,Overwriting the File with Dev Zero or Null
74c01ace-0152-4094-8ae2-6fd776dd43e5,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1222/T1222.yaml,2019/09/23,,File or Folder Permissions Change
2625cc59-0634-40d0-821e-cb67382a3dd7,https://attack.mitre.org/techniques/T1501/,2019/09/23,,Systemd Service Reload or Start
2625cc59-0634-40d0-821e-cb67382a3dd7,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1501/T1501.yaml,2019/09/23,,Systemd Service Reload or Start
c67e0c98-4d39-46ee-8f6b-437ebf6b950e,http://rubular.com/r/zxBfjWfFYs,2017/03/14,,Shellshock Expression
fdc88d25-96fb-4b7c-9633-c0e417fdbd4e,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1146/T1146.yaml,2019/03/24,,Clear Command History
fdc88d25-96fb-4b7c-9633-c0e417fdbd4e,https://attack.mitre.org/techniques/T1146/,2019/03/24,,Clear Command History
fdc88d25-96fb-4b7c-9633-c0e417fdbd4e,https://www.hackers-arise.com/single-post/2016/06/20/Covering-your-BASH-Shell-Tracks-AntiForensics,2019/03/24,,Clear Command History
444ade84-c362-4260-b1f3-e45e20e1a905,https://blog.g0tmi1k.com/2011/08/basic-linux-privilege-escalation/,2019/04/05,,Privilege Escalation Preparation
444ade84-c362-4260-b1f3-e45e20e1a905,https://patrick-bareiss.com/detect-privilege-escalation-preparation-in-linux-with-sigma/,2019/04/05,,Privilege Escalation Preparation
2aa1440c-9ae9-4d92-84a7-a9e5f5e31695,Suspicious Activity in Shell Commands,http://www.threatgeek.com/2017/03/widespread-exploitation-attempts-using-cve-2017-5638.html,2017/08/21,2019/02/05
2aa1440c-9ae9-4d92-84a7-a9e5f5e31695,Suspicious Activity in Shell Commands,https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/multi/http/struts_code_exec_exception_delegator.rb#L121,2017/08/21,2019/02/05
2aa1440c-9ae9-4d92-84a7-a9e5f5e31695,Suspicious Activity in Shell Commands,http://pastebin.com/FtygZ1cg,2017/08/21,2019/02/05
2aa1440c-9ae9-4d92-84a7-a9e5f5e31695,Suspicious Activity in Shell Commands,https://artkond.com/2017/03/23/pivoting-guide/,2017/08/21,2019/02/05
f64b6e9a-5d9d-48a5-8289-e1dd2b3876e1,,2017/03/25,,Suspicious Log Entries
738d9bcf-6999-4fdb-b4ac-3033037db8ab,https://alamot.github.io/reverse_shells/,2019/04/02,,Suspicious Reverse Shell Command Line
4c9d903d-4939-4094-ade0-3cb748f4d7da,https://github.com/Rhynorater/CVE-2018-15473-Exploit,2017/08/24,,SSHD Error Message CVE-2018-15473
f74107df-b6c6-4e80-bf00-4170b658162b,Sudo Privilege Escalation CVE-2019-14287,https://www.openwall.com/lists/oss-security/2019/10/14/1,2019/10/15,2019/10/20
f74107df-b6c6-4e80-bf00-4170b658162b,Sudo Privilege Escalation CVE-2019-14287,https://access.redhat.com/security/cve/cve-2019-14287,2019/10/15,2019/10/20
f74107df-b6c6-4e80-bf00-4170b658162b,Sudo Privilege Escalation CVE-2019-14287,https://twitter.com/matthieugarin/status/1183970598210412546,2019/10/15,2019/10/20
fc947f8e-ea81-4b14-9a7b-13f888f94e18,,2017/02/16,,Failed Logins with Different Accounts from Single Source System
8ec2c8b4-557a-4121-b87c-5dfb3a602fae,https://www.us-cert.gov/ncas/analysis-reports/AR18-312A,2017/08/24,,JexBoss Command Sequence
c8e35e96-19ce-4f16-aeb6-fd5588dc5365,https://github.com/ossec/ossec-hids/blob/master/etc/rules/named_rules.xml,2018/02/20,,Suspicious Named Error
e76b413a-83d0-4b94-8e4c-85db4a5b8bdc,https://github.com/openssh/openssh-portable/blob/master/ssherr.c,2017/06/30,,Suspicious SSHD Error
e76b413a-83d0-4b94-8e4c-85db4a5b8bdc,https://github.com/ossec/ossec-hids/blob/master/etc/rules/sshd_rules.xml,2017/06/30,,Suspicious SSHD Error
377f33a1-4b36-4ee1-acee-1dbe4b43cfbe,https://github.com/dagwieers/vsftpd/,2017/07/05,,Suspicious VSFTPD Error Messages
e74e15cc-c4b6-4c80-b7eb-dfe49feb7fe9,MITRE Attack technique T1156; .bash_profile and .bashrc. ,2019/05/12,,Edit of .bash_profile and .bashrc
977ef627-4539-4875-adf4-ed8f780c4922,https://github.com/Neo23x0/auditd/blob/master/audit.rules,2019/10/25,,Auditing Configuration Changes on Linux Host
977ef627-4539-4875-adf4-ed8f780c4922,self experience,2019/10/25,,Auditing Configuration Changes on Linux Host
4b3cb710-5e83-4715-8c45-8b2b5b3e5751,Modification of ld.so.preload,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1055/T1055.yaml,2019/10/24,2019/11/11
4b3cb710-5e83-4715-8c45-8b2b5b3e5751,Modification of ld.so.preload,https://eqllib.readthedocs.io/en/latest/analytics/fd9b987a-1101-4ed3-bda6-a70300eaf57e.html,2019/10/24,2019/11/11
c830f15d-6f6e-430f-8074-6f73d6807841,self experience,2019/10/25,,Logging Configuration Changes on Linux Host
9d4548fa-bba0-4e88-bd66-5d5bf516cda0,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1036/T1036.yaml,2019/10/21,,Masquerading as Linux Crond Process
1543ae20-cbdf-4ec1-8d12-7664d667a825,Internal Research - mostly derived from exploit code including code in MSF,2017/12/12,,Suspicious Commands Linux
a39d7fa7-3fbd-4dc2-97e1-d87f546b1bbc,Internal Research,2018/01/23,,Program Executions in Suspicious Folders
9a0d8ca0-2385-4020-b6c6-cb6153ca56f3,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1033/T1033.yaml,2019/10/21,,System Owner or User Discovery
c0d3734d-330f-4a03-aae2-65dacc6a8222,Webshell Remote Command Execution,personal experience,2019/10/12,2019/11/04
a3b5e3e9-1b49-4119-8b8e-0344a01f21ee,Data Compressed,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1002/T1002.yaml,2019/10/21,2019/11/04
f4d3748a-65d1-4806-bd23-e25728081d01,Network Sniffing,https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1040/T1040.yaml,2019/10/21,2019/11/04
a06eea10-d932-4aa6-8ba9-186df72c8d23,,2017/02/28,,Multiple Modsecurity Blocks
881834a4-6659-4773-821e-1c151789d873,https://steemit.com/shadowbrokers/@theshadowbrokers/lost-in-translation,2017/04/15,,Equation Group C2 Communication
881834a4-6659-4773-821e-1c151789d873,https://medium.com/@msuiche/the-nsa-compromised-swift-network-50ec3000b195,2017/04/15,,Equation Group C2 Communication
1ec4b281-aa65-46a2-bdae-5fd830ed914e,https://zeltser.com/c2-dns-tunneling/,2019/04/07,,Possible DNS Tunneling
1ec4b281-aa65-46a2-bdae-5fd830ed914e,https://patrick-bareiss.com/detect-c2-traffic-over-dns-using-sigma/,2019/04/07,,Possible DNS Tunneling
0f6c1bf5-70a5-4963-aef9-aab1eefb50bd,,2019/10/24,,High DNS Bytes Out
b4163085-4001-46a3-a79a-55d8bbbc7a3a,,2019/10/24,,High DNS Requests Rate
44ae5117-9c44-40cf-9c7c-7edad385ca70,,2019/10/24,,High NULL Records Requests Rate
f0a8cedc-1d22-4453-9c44-8d9f4ebd5d35,,2019/10/24,,High TXT Records Requests Rate
2975af79-28c4-4d2f-a951-9095f229df29,https://www.icebrg.io/blog/footprints-of-fin7-tracking-actor-patterns,2018/05/10,,Cobalt Strike DNS Beaconing
4153a907-2451-4e4f-a578-c52bb6881432,https://github.com/krmaxwell/dns-exfiltration,2018/05/10,,Suspicious DNS Query with B64 Encoded String
8ae51330-899c-4641-8125-e39f2e07da72,https://twitter.com/stvemillertime/status/1024707932447854592,2018/08/08,,DNS TXT Answer with Possible Execution Strings
8ae51330-899c-4641-8125-e39f2e07da72,https://github.com/samratashok/nishang/blob/master/Backdoors/DNS_TXT_Pwnage.ps1,2018/08/08,,DNS TXT Answer with Possible Execution Strings
fab0ddf0-b8a9-4d70-91ce-a20547209afb,,2017/02/19,,Network Scans
c64c5175-5189-431b-a55e-6d9882158251,https://core.telegram.org/bots/faq,2018/06/05,,Telegram Bot API Request
c64c5175-5189-431b-a55e-6d9882158251,https://researchcenter.paloaltonetworks.com/2018/03/unit42-telerat-another-android-trojan-leveraging-telegrams-bot-api-to-target-iranian-users/,2018/06/05,,Telegram Bot API Request
c64c5175-5189-431b-a55e-6d9882158251,https://blog.malwarebytes.com/threat-analysis/2016/11/telecrypt-the-ransomware-abusing-telegram-api-defeated/,2018/06/05,,Telegram Bot API Request
c64c5175-5189-431b-a55e-6d9882158251,https://www.welivesecurity.com/2016/12/13/rise-telebots-analyzing-disruptive-killdisk-attacks/,2018/06/05,,Telegram Bot API Request
503fe26e-b5f2-4944-a126-eab405cc06e5,https://adsecurity.org/?p=3458,2020/02/12,,Kerberos Network Traffic RC4 Ticket Encryption
ceb407f6-8277-439b-951f-e4210e3ed956,https://attack.mitre.org/techniques/T1146/,2019/08/12,,Cisco Clear Logs
ceb407f6-8277-439b-951f-e4210e3ed956,https://attack.mitre.org/techniques/T1070/,2019/08/12,,Cisco Clear Logs
cd072b25-a418-4f98-8ebc-5093fb38fe1a,https://attack.mitre.org/techniques/T1087/,2019/08/11,,Cisco Collect Data
cd072b25-a418-4f98-8ebc-5093fb38fe1a,https://attack.mitre.org/techniques/T1003/,2019/08/11,,Cisco Collect Data
cd072b25-a418-4f98-8ebc-5093fb38fe1a,https://attack.mitre.org/techniques/T1081/,2019/08/11,,Cisco Collect Data
cd072b25-a418-4f98-8ebc-5093fb38fe1a,https://attack.mitre.org/techniques/T1005/,2019/08/11,,Cisco Collect Data
1f978c6a-4415-47fb-aca5-736a44d7ca3d,https://attack.mitre.org/techniques/T1145/,2019/08/12,,Cisco Crypto Commands
1f978c6a-4415-47fb-aca5-736a44d7ca3d,https://attack.mitre.org/techniques/T1130/,2019/08/12,,Cisco Crypto Commands
9e8f6035-88bf-4a63-96b6-b17c0508257e,https://attack.mitre.org/techniques/T1089,2019/08/11,,Cisco Disabling Logging
9705a6a1-6db6-4a16-a987-15b7151e299b,https://attack.mitre.org/tactics/TA0007/,2019/08/12,,Cisco Discovery
d94a35f0-7a29-45f6-90a0-80df6159967c,https://attack.mitre.org/techniques/T1499/,2019/08/15,,Cisco Denial of Service
d94a35f0-7a29-45f6-90a0-80df6159967c,https://attack.mitre.org/techniques/T1495/,2019/08/15,,Cisco Denial of Service
71d65515-c436-43c0-841b-236b1f32c21e,https://attack.mitre.org/techniques/T1107/,2019/08/12,,Cisco Show Commands Input
71d65515-c436-43c0-841b-236b1f32c21e,https://attack.mitre.org/techniques/T1488/,2019/08/12,,Cisco Show Commands Input
71d65515-c436-43c0-841b-236b1f32c21e,https://attack.mitre.org/techniques/T1487/,2019/08/12,,Cisco Show Commands Input
b094d9fb-b1ad-4650-9f1a-fb7be9f1d34b,https://attack.mitre.org/techniques/T1056/,2019/08/11,,Cisco Show Commands Input
b094d9fb-b1ad-4650-9f1a-fb7be9f1d34b,https://attack.mitre.org/techniques/T1139/,2019/08/11,,Cisco Show Commands Input
6d844f0f-1c18-41af-8f19-33e7654edfc3,https://attack.mitre.org/techniques/T1098/,2019/08/12,,Cisco Local Accounts
6d844f0f-1c18-41af-8f19-33e7654edfc3,https://attack.mitre.org/techniques/T1136/,2019/08/12,,Cisco Local Accounts
671ffc77-50a7-464f-9e3d-9ea2b493b26b,https://attack.mitre.org/techniques/T1100/,2019/08/12,,Cisco Modify Configuration
671ffc77-50a7-464f-9e3d-9ea2b493b26b,https://attack.mitre.org/techniques/T1168/,2019/08/12,,Cisco Modify Configuration
671ffc77-50a7-464f-9e3d-9ea2b493b26b,https://attack.mitre.org/techniques/T1493/,2019/08/12,,Cisco Modify Configuration
5e51acb2-bcbe-435b-99c6-0e3cd5e2aa59,https://attack.mitre.org/techniques/T1074/,2019/08/12,,Cisco Stage Data
5e51acb2-bcbe-435b-99c6-0e3cd5e2aa59,https://attack.mitre.org/techniques/T1105/,2019/08/12,,Cisco Stage Data
5e51acb2-bcbe-435b-99c6-0e3cd5e2aa59,https://attack.mitre.org/techniques/T1498/,2019/08/12,,Cisco Stage Data
5e51acb2-bcbe-435b-99c6-0e3cd5e2aa59,https://attack.mitre.org/techniques/T1002/,2019/08/12,,Cisco Stage Data
b9e1f193-d236-4451-aaae-2f3d2102120d,https://attack.mitre.org/techniques/T1040,2019/08/11,,Cisco Sniffing
5ba715b6-71b7-44fd-8245-f66893e81b3d,Internal research from Florian Roth,2019/11/12,,APT40 Dropbox Tool User Agent
fb502828-2db0-438e-93e6-801c7548686d,https://securelist.com/chafer-used-remexi-malware/89538/,2019/01/31,,Chafer Malware URL Pattern
953b895e-5cc9-454b-b183-7f3db555452e,https://github.com/rsmudge/Malleable-C2-Profiles/blob/master/normal/amazon.profile,2019/11/12,,CobaltStrike Malleable Amazon Browsing Traffic Profile
953b895e-5cc9-454b-b183-7f3db555452e,https://www.hybrid-analysis.com/sample/ee5eca8648e45e2fea9dac0d920ef1a1792d8690c41ee7f20343de1927cc88b9?environmentId=100,2019/11/12,,CobaltStrike Malleable Amazon Browsing Traffic Profile
37325383-740a-403d-b1a2-b2b4ab7992e7,https://github.com/rsmudge/Malleable-C2-Profiles/blob/master/normal/ocsp.profile,2019/11/12,,CobaltStrike Malleable (OCSP) Profile
c9b33401-cc6a-4cf6-83bb-57ddcb2407fc,https://github.com/rsmudge/Malleable-C2-Profiles/blob/master/normal/onedrive_getonly.profile,2019/11/12,,CobaltStrike Malleable OneDrive Browsing Traffic Profile
e09aed7a-09e0-4c9a-90dd-f0d52507347e,https://mgreen27.github.io/posts/2018/04/02/DownloadCradle.html,2018/04/06,,Windows WebDAV User Agent
195c1119-ef07-4909-bb12-e66f5e07bf3c,https://www.alienvault.com/blogs/security-essentials/dynamic-dns-security-and-potential-threats,2017/11/08,,Download from Suspicious Dyndns Hosts
00d0b5ab-1f55-4120-8e83-487c0a7baf19,Download from Suspicious TLD,https://www.symantec.com/connect/blogs/shady-tld-research-gdn-and-our-2016-wrap,2017/11/07,2018/06/13
00d0b5ab-1f55-4120-8e83-487c0a7baf19,Download from Suspicious TLD,https://promos.mcafee.com/en-US/PDF/MTMW_Report.pdf,2017/11/07,2018/06/13
00d0b5ab-1f55-4120-8e83-487c0a7baf19,Download from Suspicious TLD,https://www.spamhaus.org/statistics/tlds/,2017/11/07,2018/06/13
00d0b5ab-1f55-4120-8e83-487c0a7baf19,Download from Suspicious TLD,https://krebsonsecurity.com/2018/06/bad-men-at-work-please-dont-click/,2017/11/07,2018/06/13
b5de2919-b74a-4805-91a7-5049accbaefe,,2017/03/13,,Download EXE from Suspicious TLD
21e44d78-95e7-421b-a464-ffd8395659c4,https://twitter.com/Carlos_Perez/status/883455096645931008,2017/07/08,,Empty User Agent
e06ac91d-b9e6-443d-8e5b-af749e7aa6b6,https://googleprojectzero.blogspot.com/2019/08/implant-teardown.html,2019/08/30,,iOS Implant URL Pattern
e06ac91d-b9e6-443d-8e5b-af749e7aa6b6,https://twitter.com/craiu/status/1167358457344925696,2019/08/30,,iOS Implant URL Pattern
c8557060-9221-4448-8794-96320e6f3e74,https://msdn.microsoft.com/powershell/reference/5.1/microsoft.powershell.utility/Invoke-WebRequest,2017/03/13,,Windows PowerShell User Agent
5468045b-4fcc-4d1a-973c-c9c9578edacb,https://www.virustotal.com/gui/domain/paste.ee/relations,2019/12/05,,Raw Paste Service Access
4922a5dd-6743-4fc2-8e81-144374280997,https://gist.github.com/roycewilliams/a723aaf8a6ac3ba4f817847610935cfb,2017/10/25,,Flash Player Update from Suspicious Location
b494b165-6634-483d-8c47-2026a6c52372,https://researchcenter.paloaltonetworks.com/2018/03/unit42-telerat-another-android-trojan-leveraging-telegrams-bot-api-to-target-iranian-users/,2018/06/05,,Telegram API Access
b494b165-6634-483d-8c47-2026a6c52372,https://blog.malwarebytes.com/threat-analysis/2016/11/telecrypt-the-ransomware-abusing-telegram-api-defeated/,2018/06/05,,Telegram API Access
b494b165-6634-483d-8c47-2026a6c52372,https://www.welivesecurity.com/2016/12/13/rise-telebots-analyzing-disruptive-killdisk-attacks/,2018/06/05,,Telegram API Access
6ec820f2-e963-4801-9127-d8b2dce4d31b,Internal Research,2019/11/12,,APT User Agent
9eb68894-7476-4cd6-8752-23b51f5883a7,,2019/03/07,,Bitsadmin to Uncommon TLD
fa935401-513b-467b-81f4-f9e77aa0dd78,https://github.com/xmrig/xmrig/blob/da22b3e6c45825f3ac1f208255126cb8585cd4fc/src/base/kernel/Platform_win.cpp#L65,2019/10/21,,Crypto Miner User Agent
fa935401-513b-467b-81f4-f9e77aa0dd78,https://github.com/xmrig/xmrig/blob/427b6516e0550200c17ca28675118f0fffcc323f/src/version.h,2019/10/21,,Crypto Miner User Agent
fdd1bfb5-f60b-4a35-910e-f36ed3d0b32f,https://blog.didierstevens.com/2015/03/16/quickpost-metasploit-user-agent-strings/,2017/07/08,,Exploit Framework User Agent
c42a3073-30fb-48ae-8c99-c23ada84b103,https://github.com/fastly/waf_testbed/blob/master/templates/default/scanners-user-agents.data.erb,2017/07/08,,Hack Tool User Agent
c42a3073-30fb-48ae-8c99-c23ada84b103,http://rules.emergingthreats.net/open/snort-2.9.0/rules/emerging-user_agents.rules,2017/07/08,,Hack Tool User Agent
5c84856b-55a5-45f1-826f-13f37250cf4e,http://rules.emergingthreats.net/open/snort-2.9.0/rules/emerging-user_agents.rules,2017/07/08,,Malware User Agent
5c84856b-55a5-45f1-826f-13f37250cf4e,http://www.botopedia.org/search?searchword=scan&searchphrase=all,2017/07/08,,Malware User Agent
5c84856b-55a5-45f1-826f-13f37250cf4e,https://networkraptor.blogspot.com/2015/01/user-agent-strings.html,2017/07/08,,Malware User Agent
5c84856b-55a5-45f1-826f-13f37250cf4e,https://perishablepress.com/blacklist/ua-2013.txt,2017/07/08,,Malware User Agent
5c84856b-55a5-45f1-826f-13f37250cf4e,https://www.bluecoat.com/en-gb/security-blog/2015-05-05/know-your-agents,2017/07/08,,Malware User Agent
7195a772-4b3f-43a4-a210-6a003d65caa1,https://github.com/fastly/waf_testbed/blob/master/templates/default/scanners-user-agents.data.erb,2017/07/08,,Suspicious User Agent
a36ce77e-30db-4ea0-8795-644d7af5dfb4,,2019/12/19,,Ursnif Malware Download URL Pattern
1da8ce0b-855d-4004-8860-7d64d42063b1,http://www.securityfocus.com/infocus/1633,2017/02/28,,Apache Segmentation Fault
e9a2b582-3f6a-48ac-b4a1-6849cdc50b3c,https://github.com/hannob/apache-uaf/blob/master/README.md,2019/01/22,,Apache Threading Error
ac5a6409-8c89-44c2-8d64-668c29a2d756,Citrix Netscaler Attack CVE-2019-19781,https://support.citrix.com/article/CTX267679,2020/01/02,2020/01/15
ac5a6409-8c89-44c2-8d64-668c29a2d756,Citrix Netscaler Attack CVE-2019-19781,https://support.citrix.com/article/CTX267027,2020/01/02,2020/01/15
ac5a6409-8c89-44c2-8d64-668c29a2d756,Citrix Netscaler Attack CVE-2019-19781,https://isc.sans.edu/diary/25686,2020/01/02,2020/01/15
ac5a6409-8c89-44c2-8d64-668c29a2d756,Citrix Netscaler Attack CVE-2019-19781,https://twitter.com/mpgn_x64/status/1216787131210829826,2020/01/02,2020/01/15
ac5a6409-8c89-44c2-8d64-668c29a2d756,Citrix Netscaler Attack CVE-2019-19781,https://github.com/x1sec/x1sec.github.io/blob/master/CVE-2019-19781-DFIR.md,2020/01/02,2020/01/15
37e8369b-43bb-4bf8-83b6-6dd43bda2000,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2018-2894,2018/07/22,,Oracle WebLogic Exploit
